Year,Region,Weapons type
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Melee
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Radiological
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Firearms
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Firearms
2007,South Asia,Unknown
2007,South Asia,Unknown
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Firearms
2007,South Asia,Melee
2007,South Asia,Firearms
2007,South Asia,Firearms
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Unknown
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Unknown
2007,South Asia,Explosives
2007,South Asia,Firearms
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2007,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2007,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Melee
2008,South Asia,Melee
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Incendiary
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Sabotage Equipment
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Melee
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Melee
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Melee
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Melee
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Melee
2008,South Asia,Firearms
2008,South Asia,Melee
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Sabotage Equipment
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Unknown
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Incendiary
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Incendiary
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Incendiary
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Unknown
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Explosives
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Unknown
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Firearms
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
2008,South Asia,Incendiary
2008,South Asia,Melee
2008,South Asia,Explosives
2008,South Asia,Firearms
2008,South Asia,Firearms
