Year,Region,Weapons type
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Sabotage Equipment
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Incendiary
2010,Middle East & North Africa,Incendiary
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
